"time, s","CPT, N","FB, m","ICP1, g","LC, N","LP1, m","PPT5858, kPa","PPT5859, kPa","rpm, rpm"
1169.81201172,-8.02639878876,0.118374659702,0.00420100293667,-51.5150540026,0.00215083556163,117.296790041,123.252283483,999.0
1170.7779541,-8.02858636841,0.118374635107,0.00420135971885,-51.5240957534,0.00215342555686,117.286738083,123.247661857,999.0
1171.7869873,-8.03069129012,0.118374619888,0.00420170946314,-51.5330816945,0.0021560178179,117.276717324,123.243030549,999.0
1172.81103516,-8.03272376118,0.118374613148,0.00420219612121,-51.5419841514,0.00215861437028,117.266729238,123.238391244,999.0
1173.81298828,-8.03474337091,0.118374611243,0.00420264070436,-51.5508264472,0.00216121545406,117.256772158,123.233744,999.0
1174.7779541,-8.0367266563,0.11837461699,0.00420335826436,-51.5595711063,0.00216382125635,117.246851047,123.229091981,999.0
1175.77600098,-8.03866401214,0.118374634026,0.00420396955713,-51.5682642635,0.00216643353052,117.236966462,123.224438712,999.0
1176.78198242,-8.04056797377,0.11837465247,0.00420480447248,-51.5769487171,0.00216905315483,117.227119439,123.219784374,999.0
1177.78601074,-8.042448247,0.118374683605,0.00420562408149,-51.5856072142,0.00217168085302,117.217311705,123.215132892,999.0
1178.79797363,-8.04432073215,0.118374718586,0.00420650634285,-51.5942250112,0.00217431865173,117.207545851,123.210487281,999.0
1179.77404785,-8.0461796472,0.118374758429,0.00420751529012,-51.6028608998,0.00217696709656,117.197822273,123.20584829,999.0
1180.79797363,-8.04802045089,0.118374808752,0.00420847925991,-51.6115155007,0.00217962753336,117.188144959,123.201220878,999.0
1181.78601074,-8.04986544038,0.118374869136,0.00420930550582,-51.6201541984,0.00218230242935,117.178512107,123.196606367,999.0
1182.7800293,-8.0517137446,0.11837493493,0.00421046955031,-51.6288177898,0.00218499275678,117.168926147,123.192005788,999.0
1183.78601074,-8.05357084267,0.118375009787,0.00421151801221,-51.6375029049,0.00218770047406,117.15939033,123.187423442,999.0
1184.80895996,-8.05544460296,0.118375078964,0.00421253038168,-51.646216643,0.00219042693873,117.149903494,123.182861192,999.0
1185.79003906,-8.0573174107,0.118375164698,0.00421369105839,-51.6549844523,0.00219317478317,117.140467656,123.178319242,999.0
1186.80200195,-8.05921546097,0.118375250833,0.00421481291618,-51.6638001365,0.00219594478937,117.131084513,123.173802947,999.0
1187.81103516,-8.06114863229,0.118375340533,0.00421598442672,-51.6726831801,0.00219874029375,117.121754448,123.169311462,999.0
